observacao;regiao;target;escore
obs9783;CENTRO-OESTE;0.0;0.9929
obs7550;SUL;0.0;0.9877
obs6445;NORDESTE;1.0;0.8924
obs1086;SULDESTE;0.0;0.998
obs3567;NORDESTE;0.0;0.9989
obs5499;SULDESTE;0.0;0.9964
obs2994;SULDESTE;0.0;0.9944
obs3429;SUL;0.0;0.9696
obs2154;SUL;0.0;0.9798
obs8689;SULDESTE;0.0;0.9994
obs8269;NORTE;0.0;0.998
obs8156;CENTRO-OESTE;0.0;0.996
obs3060;SUL;0.0;0.8655
obs3033;CENTRO-OESTE;0.0;0.9074
obs4921;SULDESTE;0.0;0.975
obs8901;SUL;0.0;0.9997
obs6618;NORDESTE;0.0;0.9925
obs8825;NORDESTE;0.0;0.9851
obs4363;CENTRO-OESTE;0.0;0.9951
obs3469;CENTRO-OESTE;0.0;0.9994
obs9337;SULDESTE;0.0;0.9946
obs3231;SULDESTE;0.0;0.9947
obs6239;NORTE;0.0;0.9586
obs3857;SULDESTE;0.0;0.998
obs6786;NORTE;0.0;0.9937
obs2188;CENTRO-OESTE;0.0;0.9187
obs2738;SULDESTE;0.0;0.9998
obs978;CENTRO-OESTE;0.0;0.9982
obs8524;SUL;0.0;0.9311
obs1172;NORDESTE;0.0;0.9998
obs7613;NORTE;0.0;0.996
obs530;NORDESTE;0.0;0.9955
obs3401;SULDESTE;0.0;0.9844
obs7608;CENTRO-OESTE;0.0;0.9916
obs915;NORDESTE;0.0;0.991
obs8057;SULDESTE;0.0;0.9921
obs1134;SULDESTE;0.0;0.9993
obs8150;NORDESTE;0.0;0.8761
obs5115;CENTRO-OESTE;0.0;0.9961
obs3014;CENTRO-OESTE;0.0;0.9863
obs6174;SULDESTE;0.0;0.9973
obs8955;SULDESTE;0.0;0.9993
obs4788;NORTE;0.0;0.9739
obs8674;SUL;0.0;0.938
obs3919;SULDESTE;0.0;0.9994
obs4277;NORDESTE;0.0;0.9988
obs1204;NORDESTE;0.0;0.9737
obs102;SULDESTE;0.0;0.9751
obs1787;NORDESTE;0.0;0.7152
obs4365;NORTE;0.0;0.9738
obs5530;SULDESTE;0.0;0.9246
obs3304;NORDESTE;0.0;0.9964
obs5706;SULDESTE;0.0;0.9982
obs4169;NORDESTE;0.0;0.9549
obs5092;SUL;0.0;0.9989
obs8110;SULDESTE;0.0;0.9816
obs8785;SULDESTE;0.0;0.9895
obs3288;SUL;0.0;0.9666
obs9630;NORDESTE;1.0;0.8312
obs7589;NORDESTE;0.0;0.9974
obs37;NORDESTE;1.0;0.9688
obs2106;SUL;0.0;0.9227
obs2000;SULDESTE;0.0;0.9445
obs8784;SULDESTE;0.0;0.9661
obs3494;SULDESTE;0.0;0.9871
obs6598;NORTE;0.0;0.9946
obs8233;SULDESTE;0.0;0.9878
obs2991;SULDESTE;0.0;0.9814
obs7764;NORTE;0.0;0.994
obs1025;NORDESTE;0.0;0.9991
obs6825;NORDESTE;0.0;0.9168
obs3369;NORDESTE;0.0;0.9687
obs6013;CENTRO-OESTE;0.0;0.8864
obs1850;CENTRO-OESTE;0.0;0.9965
obs9245;SUL;0.0;0.9845
obs2066;SUL;0.0;0.9991
obs5421;NORDESTE;1.0;0.9862
obs5411;SULDESTE;0.0;0.9942
obs2620;NORDESTE;0.0;0.9953
obs3532;SULDESTE;0.0;0.99
obs5268;SUL;0.0;0.8801
obs2722;CENTRO-OESTE;0.0;0.9996
obs7450;SULDESTE;0.0;0.9585
obs4671;SUL;0.0;0.9989
obs8707;NORTE;0.0;0.9935
obs9453;NORDESTE;0.0;0.9669
obs3950;NORTE;0.0;0.9779
obs1512;NORDESTE;0.0;0.9567
obs518;SUL;0.0;0.9793
obs5164;SUL;0.0;0.931
obs1239;SULDESTE;0.0;0.9997
obs8331;SULDESTE;0.0;0.9484
obs1154;NORDESTE;0.0;0.9979
obs4105;SULDESTE;0.0;0.9773
obs2545;SULDESTE;0.0;0.885
obs3396;NORDESTE;0.0;0.967
obs1972;SULDESTE;0.0;0.9945
obs4472;SULDESTE;0.0;0.9863
obs8671;NORDESTE;0.0;0.9968
obs1826;SULDESTE;0.0;0.9953
obs9667;SULDESTE;0.0;0.9976
obs8577;NORDESTE;0.0;0.84
obs6288;NORDESTE;0.0;0.9902
obs3533;NORDESTE;0.0;0.9609
obs7677;CENTRO-OESTE;0.0;0.9922
obs4838;SULDESTE;0.0;0.9633
obs5140;NORTE;0.0;0.9957
obs1343;SULDESTE;0.0;0.9992
obs2003;SUL;0.0;0.9946
obs364;SULDESTE;0.0;0.9845
obs2479;SUL;0.0;0.9906
obs1547;SULDESTE;0.0;0.9968
obs6087;CENTRO-OESTE;0.0;0.9426
obs6761;SULDESTE;0.0;0.8114
